"Delovno aktivno prebivalstvo po: OBÈINE, LETO, SPOL , DOSEŽENA IZOBRAZBA"

"Obèine";"Leto";"Spol";"Izobrazba - SKUPAJ";"Osnovnošolska ali manj";"Srednješolska";"Višješolska, visokošolska";"Neznano"
" ";"2015"
" ";" ";"Spol - SKUPAJ";245;23;145;77;-
" ";" ";"Moški";133;15;84;34;-
" ";" ";"Ženske";112;8;61;43;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";248;22;150;76;-
" ";" ";"Moški";135;14;88;33;-
" ";" ";"Ženske";113;8;62;43;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";257;21;156;80;-
" ";" ";"Moški";141;13;91;37;-
" ";" ";"Ženske";116;8;65;43;-
"Juršinci"
" ";"2005"
" ";" ";"Spol - SKUPAJ";840;256;438;57;89
" ";" ";"Moški";522;165;272;20;66
" ";" ";"Ženske";319;92;167;37;23
" ";"2006"
" ";" ";"Spol - SKUPAJ";878;254;468;65;90
" ";" ";"Moški";552;164;298;21;68
" ";" ";"Ženske";326;90;170;44;22
" ";"2007"
" ";" ";"Spol - SKUPAJ";949;262;523;70;94
" ";" ";"Moški";598;172;325;27;73
" ";" ";"Ženske";352;90;197;43;21
" ";"2008"
" ";" ";"Spol - SKUPAJ";966;261;544;72;88
" ";" ";"Moški";608;172;342;29;65
" ";" ";"Ženske";358;90;202;43;23
" ";"2009"
" ";" ";"Spol - SKUPAJ";934;222;556;82;74
" ";" ";"Moški";568;138;336;35;60
" ";" ";"Ženske";366;85;221;47;14
" ";"2010"
" ";" ";"Spol - SKUPAJ";895;200;546;96;53
" ";" ";"Moški";535;122;330;38;45
" ";" ";"Ženske";360;78;216;58;8
" ";"2011"
" ";" ";"Spol - SKUPAJ";955;244;583;128;-
" ";" ";"Moški";576;152;367;57;-
" ";" ";"Ženske";379;92;216;71;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";880;199;549;132;-
" ";" ";"Moški";522;121;346;55;-
" ";" ";"Ženske";358;78;203;77;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";890;184;566;140;-
" ";" ";"Moški";529;111;355;63;-
" ";" ";"Ženske";361;73;211;77;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";883;169;579;135;-
" ";" ";"Moški";519;99;363;57;-
" ";" ";"Ženske";364;70;216;78;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";879;147;574;158;-
" ";" ";"Moški";509;85;360;64;-
" ";" ";"Ženske";370;62;214;94;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";892;132;586;174;-
" ";" ";"Moški";520;77;372;71;-
" ";" ";"Ženske";372;55;214;103;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";882;123;569;190;-
" ";" ";"Moški";518;73;365;80;-
" ";" ";"Ženske";364;50;204;110;-
"Kamnik"
" ";"2005"
" ";" ";"Spol - SKUPAJ";11719;2523;6813;2341;41
" ";" ";"Moški";6377;1476;3896;973;33
" ";" ";"Ženske";5342;1048;2917;1368;8
" ";"2006"
" ";" ";"Spol - SKUPAJ";12032;2537;6959;2491;45
" ";" ";"Moški";6561;1502;3993;1031;36
" ";" ";"Ženske";5470;1035;2966;1461;9
" ";"2007"
" ";" ";"Spol - SKUPAJ";12691;2589;7320;2744;38
" ";" ";"Moški";6977;1579;4239;1128;31
" ";" ";"Ženske";5714;1010;3081;1616;7
" ";"2008"
" ";" ";"Spol - SKUPAJ";13078;2574;7519;2947;38
" ";" ";"Moški";7236;1624;4380;1204;28
" ";" ";"Ženske";5842;950;3140;1743;10
" ";"2009"
" ";" ";"Spol - SKUPAJ";12611;2030;7462;3099;21
" ";" ";"Moški";6907;1273;4361;1257;16
" ";" ";"Ženske";5704;757;3101;1842;5
" ";"2010"
" ";" ";"Spol - SKUPAJ";12185;1777;7178;3210;20
" ";" ";"Moški";6577;1072;4220;1270;15
" ";" ";"Ženske";5608;705;2958;1940;5
" ";"2011"
" ";" ";"Spol - SKUPAJ";12177;1739;7075;3363;-
" ";" ";"Moški";6566;1055;4188;1323;-
" ";" ";"Ženske";5611;684;2887;2040;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";11939;1597;6909;3433;-
" ";" ";"Moški";6418;970;4106;1342;-
" ";" ";"Ženske";5521;627;2803;2091;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";11961;1541;6849;3571;-
" ";" ";"Moški";6410;915;4093;1402;-
" ";" ";"Ženske";5551;626;2756;2169;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";12057;1482;6899;3676;-
" ";" ";"Moški";6481;889;4145;1447;-
" ";" ";"Ženske";5576;593;2754;2229;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";12150;1422;6906;3822;-
" ";" ";"Moški";6500;860;4146;1494;-
" ";" ";"Ženske";5650;562;2760;2328;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";12512;1342;7153;4017;-
" ";" ";"Moški";6647;796;4308;1543;-
" ";" ";"Ženske";5865;546;2845;2474;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";12934;1373;7259;4302;-
" ";" ";"Moški";6936;837;4397;1702;-
" ";" ";"Ženske";5998;536;2862;2600;-
"Kanal"
" ";"2005"
" ";" ";"Spol - SKUPAJ";2200;482;1334;359;26
" ";" ";"Moški";1197;283;755;137;22
" ";" ";"Ženske";1003;199;578;222;4
" ";"2006"
" ";" ";"Spol - SKUPAJ";2223;474;1354;370;25
" ";" ";"Moški";1203;287;759;136;21
" ";" ";"Ženske";1020;187;595;234;4
" ";"2007"
" ";" ";"Spol - SKUPAJ";2318;508;1406;379;25
" ";" ";"Moški";1278;323;792;141;22
" ";" ";"Ženske";1040;185;614;238;3
" ";"2008"
" ";" ";"Spol - SKUPAJ";2389;515;1456;395;23
" ";" ";"Moški";1323;348;811;144;21
" ";" ";"Ženske";1066;167;646;251;2
" ";"2009"
" ";" ";"Spol - SKUPAJ";2243;302;1534;403;4
" ";" ";"Moški";1248;205;898;143;2
" ";" ";"Ženske";995;98;635;260;2
" ";"2010"
" ";" ";"Spol - SKUPAJ";2151;280;1454;408;9
" ";" ";"Moški";1198;185;853;152;8
" ";" ";"Ženske";953;95;601;256;1
" ";"2011"
" ";" ";"Spol - SKUPAJ";2146;265;1432;449;-
" ";" ";"Moški";1193;169;858;166;-
" ";" ";"Ženske";953;96;574;283;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";2005;224;1302;479;-
" ";" ";"Moški";1087;140;761;186;-
" ";" ";"Ženske";918;84;541;293;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";1969;211;1257;501;-
" ";" ";"Moški";1071;135;737;199;-
" ";" ";"Ženske";898;76;520;302;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1940;195;1228;517;-
" ";" ";"Moški";1039;128;708;203;-
" ";" ";"Ženske";901;67;520;314;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";1994;200;1254;540;-
" ";" ";"Moški";1081;132;727;222;-
" ";" ";"Ženske";913;68;527;318;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";2059;194;1299;566;-
" ";" ";"Moški";1109;125;750;234;-
" ";" ";"Ženske";950;69;549;332;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";2097;190;1301;606;-
" ";" ";"Moški";1132;128;754;250;-
" ";" ";"Ženske";965;62;547;356;-
"Kidrièevo"
" ";"2005"
" ";" ";"Spol - SKUPAJ";2616;511;1688;389;28
" ";" ";"Moški";1438;303;963;158;14
" ";" ";"Ženske";1179;209;725;231;14
" ";"2006"
" ";" ";"Spol - SKUPAJ";2712;519;1748;418;27
" ";" ";"Moški";1494;317;1003;160;13
" ";" ";"Ženske";1218;201;745;258;13
" ";"2007"
" ";" ";"Spol - SKUPAJ";2821;550;1812;431;28
" ";" ";"Moški";1603;357;1068;163;15
" ";" ";"Ženske";1217;192;743;268;13
" ";"2008"
" ";" ";"Spol - SKUPAJ";2807;532;1785;461;29
" ";" ";"Moški";1571;337;1045;174;15
" ";" ";"Ženske";1236;195;740;287;14
" ";"2009"
" ";" ";"Spol - SKUPAJ";2664;355;1819;471;19
" ";" ";"Moški";1472;212;1071;174;15
" ";" ";"Ženske";1192;143;748;297;4
" ";"2010"
" ";" ";"Spol - SKUPAJ";2584;331;1747;496;10
" ";" ";"Moški";1403;195;1017;183;8
" ";" ";"Ženske";1181;136;730;313;2
" ";"2011"
" ";" ";"Spol - SKUPAJ";2696;338;1775;583;-
" ";" ";"Moški";1477;204;1052;221;-
" ";" ";"Ženske";1219;134;723;362;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";2603;282;1724;597;-
" ";" ";"Moški";1431;167;1040;224;-
" ";" ";"Ženske";1172;115;684;373;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";2611;267;1720;624;-
" ";" ";"Moški";1436;152;1044;240;-
" ";" ";"Ženske";1175;115;676;384;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";2624;247;1726;651;-
" ";" ";"Moški";1445;143;1062;240;-
" ";" ";"Ženske";1179;104;664;411;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";2580;223;1661;696;-
" ";" ";"Moški";1382;122;1004;256;-
" ";" ";"Ženske";1198;101;657;440;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";2586;195;1663;728;-
" ";" ";"Moški";1369;106;996;267;-
" ";" ";"Ženske";1217;89;667;461;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";2669;200;1686;783;-
" ";" ";"Moški";1394;108;999;287;-
" ";" ";"Ženske";1275;92;687;496;-
"Kobarid"
" ";"2005"
" ";" ";"Spol - SKUPAJ";1688;389;976;301;22
" ";" ";"Moški";951;221;585;133;11
" ";" ";"Ženske";737;168;391;168;11
" ";"2006"
" ";" ";"Spol - SKUPAJ";1695;368;991;313;23
" ";" ";"Moški";943;214;586;132;11
" ";" ";"Ženske";752;155;405;181;12
" ";"2007"
" ";" ";"Spol - SKUPAJ";1702;347;1017;317;21
" ";" ";"Moški";949;200;609;132;8
" ";" ";"Ženske";753;147;408;185;13
" ";"2008"
" ";" ";"Spol - SKUPAJ";1672;330;990;330;23
" ";" ";"Moški";929;190;603;127;9
" ";" ";"Ženske";743;140;387;203;14
" ";"2009"
" ";" ";"Spol - SKUPAJ";1597;252;977;349;18
" ";" ";"Moški";886;137;590;146;13
" ";" ";"Ženske";711;115;388;203;6
" ";"2010"
" ";" ";"Spol - SKUPAJ";1537;240;917;368;12
" ";" ";"Moški";846;133;549;154;10
" ";" ";"Ženske";691;107;368;214;2
" ";"2011"
" ";" ";"Spol - SKUPAJ";1607;252;959;396;-
" ";" ";"Moški";874;135;570;169;-
" ";" ";"Ženske";733;117;389;227;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";1522;213;902;407;-
" ";" ";"Moški";828;113;547;168;-
" ";" ";"Ženske";694;100;355;239;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";1489;188;886;415;-
" ";" ";"Moški";806;97;536;173;-
" ";" ";"Ženske";683;91;350;242;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1490;181;871;438;-
" ";" ";"Moški";819;101;533;185;-
" ";" ";"Ženske";671;80;338;253;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";1460;171;842;447;-
" ";" ";"Moški";792;93;513;186;-
" ";" ";"Ženske";668;78;329;261;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";1523;162;873;488;-
" ";" ";"Moški";816;88;527;201;-
" ";" ";"Ženske";707;74;346;287;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";1589;157;899;533;-
" ";" ";"Moški";859;86;558;215;-
" ";" ";"Ženske";730;71;341;318;-
"Kobilje"
" ";"2005"
" ";" ";"Spol - SKUPAJ";195;54;121;16;3
" ";" ";"Moški";113;33;70;10;-
" ";" ";"Ženske";81;21;51;6;3
" ";"2006"
" ";" ";"Spol - SKUPAJ";213;55;136;18;3
" ";" ";"Moški";119;35;75;9;-
" ";" ";"Ženske";93;20;61;9;3
" ";"2007"
" ";" ";"Spol - SKUPAJ";229;61;145;20;3
" ";" ";"Moški";125;34;80;11;-
" ";" ";"Ženske";104;27;65;9;3
" ";"2008"
" ";" ";"Spol - SKUPAJ";231;62;142;25;3
" ";" ";"Moški";124;36;75;13;-
" ";" ";"Ženske";108;26;67;12;3
" ";"2009"
" ";" ";"Spol - SKUPAJ";202;41;138;21;3
" ";" ";"Moški";113;28;73;10;3
" ";" ";"Ženske";89;13;65;11;-
" ";"2010"
" ";" ";"Spol - SKUPAJ";213;38;143;30;2
" ";" ";"Moški";116;24;76;14;2
" ";" ";"Ženske";97;14;67;16;-
" ";"2011"
" ";" ";"Spol - SKUPAJ";216;37;139;40;-
" ";" ";"Moški";121;25;76;20;-
" ";" ";"Ženske";95;12;63;20;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";218;47;136;35;-
" ";" ";"Moški";118;33;67;18;-
" ";" ";"Ženske";100;14;69;17;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";207;34;135;38;-
" ";" ";"Moški";110;21;68;21;-
" ";" ";"Ženske";97;13;67;17;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";198;31;127;40;-
" ";" ";"Moški";106;19;66;21;-
" ";" ";"Ženske";92;12;61;19;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";198;23;131;44;-
" ";" ";"Moški";106;15;67;24;-
" ";" ";"Ženske";92;8;64;20;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";194;19;131;44;-
" ";" ";"Moški";101;13;64;24;-
" ";" ";"Ženske";93;6;67;20;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";194;17;133;44;-
" ";" ";"Moški";100;10;66;24;-
" ";" ";"Ženske";94;7;67;20;-
"Koèevje"
" ";"2005"
" ";" ";"Spol - SKUPAJ";6276;1509;3772;970;25
" ";" ";"Moški";3639;896;2308;416;20
" ";" ";"Ženske";2637;613;1464;554;5
" ";"2006"
" ";" ";"Spol - SKUPAJ";6541;1532;3930;1053;26
" ";" ";"Moški";3815;930;2419;445;21
" ";" ";"Ženske";2726;602;1511;608;5
" ";"2007"
" ";" ";"Spol - SKUPAJ";6862;1587;4151;1103;21
" ";" ";"Moški";3997;973;2540;466;18
" ";" ";"Ženske";2865;614;1611;637;3
" ";"2008"
" ";" ";"Spol - SKUPAJ";6845;1540;4144;1145;16
" ";" ";"Moški";3989;976;2530;468;15
" ";" ";"Ženske";2857;564;1614;677;1
" ";"2009"
" ";" ";"Spol - SKUPAJ";6119;1023;3929;1153;14
" ";" ";"Moški";3514;636;2401;464;13
" ";" ";"Ženske";2605;387;1528;689;1
" ";"2010"
" ";" ";"Spol - SKUPAJ";6038;902;3910;1222;4
" ";" ";"Moški";3454;555;2415;480;4
" ";" ";"Ženske";2584;347;1495;742;-
" ";"2011"
" ";" ";"Spol - SKUPAJ";5936;843;3795;1298;-
" ";" ";"Moški";3382;518;2341;523;-
" ";" ";"Ženske";2554;325;1454;775;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";5758;731;3701;1326;-
" ";" ";"Moški";3320;464;2327;529;-
" ";" ";"Ženske";2438;267;1374;797;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";5626;682;3615;1329;-
" ";" ";"Moški";3273;430;2301;542;-
" ";" ";"Ženske";2353;252;1314;787;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";5600;607;3611;1382;-
" ";" ";"Moški";3273;403;2301;569;-
" ";" ";"Ženske";2327;204;1310;813;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";5571;583;3575;1413;-
" ";" ";"Moški";3252;391;2288;573;-
" ";" ";"Ženske";2319;192;1287;840;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";5756;594;3696;1466;-
" ";" ";"Moški";3324;395;2344;585;-
" ";" ";"Ženske";2432;199;1352;881;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";5929;611;3772;1546;-
" ";" ";"Moški";3385;403;2377;605;-
" ";" ";"Ženske";2544;208;1395;941;-
"Komen"
" ";"2005"
" ";" ";"Spol - SKUPAJ";1413;230;889;281;13
" ";" ";"Moški";822;129;590;102;1
" ";" ";"Ženske";592;102;299;179;12
" ";"2006"
" ";" ";"Spol - SKUPAJ";1433;235;886;300;12
" ";" ";"Moški";836;130;594;111;1
" ";" ";"Ženske";597;105;293;189;11
" ";"2007"
" ";" ";"Spol - SKUPAJ";1463;225;894;332;12
" ";" ";"Moški";850;128;590;131;1
" ";" ";"Ženske";613;97;304;201;11
" ";"2008"
" ";" ";"Spol - SKUPAJ";1473;215;882;362;14
" ";" ";"Moški";852;122;583;146;1
" ";" ";"Ženske";621;93;299;216;13
" ";"2009"
" ";" ";"Spol - SKUPAJ";1450;193;881;370;6
" ";" ";"Moški";827;98;582;147;-
" ";" ";"Ženske";623;95;299;223;6
" ";"2010"
" ";" ";"Spol - SKUPAJ";1421;188;842;387;4
" ";" ";"Moški";796;93;554;149;-
" ";" ";"Ženske";625;95;288;238;4
" ";"2011"
" ";" ";"Spol - SKUPAJ";1441;187;852;402;-
" ";" ";"Moški";800;83;563;154;-
" ";" ";"Ženske";641;104;289;248;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";1329;136;798;395;-
" ";" ";"Moški";754;70;527;157;-
" ";" ";"Ženske";575;66;271;238;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";1304;125;768;411;-
" ";" ";"Moški";728;67;501;160;-
" ";" ";"Ženske";576;58;267;251;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1332;110;782;440;-
" ";" ";"Moški";743;60;505;178;-
" ";" ";"Ženske";589;50;277;262;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";1346;109;776;461;-
" ";" ";"Moški";746;59;501;186;-
" ";" ";"Ženske";600;50;275;275;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";1349;95;780;474;-
" ";" ";"Moški";749;56;504;189;-
" ";" ";"Ženske";600;39;276;285;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";1409;101;789;519;-
" ";" ";"Moški";786;61;518;207;-
" ";" ";"Ženske";623;40;271;312;-
"Komenda"
" ";"2005"
" ";" ";"Spol - SKUPAJ";2058;296;1311;444;8
" ";" ";"Moški";1123;172;772;173;7
" ";" ";"Ženske";936;124;539;271;1
" ";"2006"
" ";" ";"Spol - SKUPAJ";2117;295;1344;473;6
" ";" ";"Moški";1170;174;808;184;5
" ";" ";"Ženske";946;121;535;289;1
" ";"2007"
" ";" ";"Spol - SKUPAJ";2191;304;1367;518;3
" ";" ";"Moški";1205;197;810;196;2
" ";" ";"Ženske";987;107;557;322;1
" ";"2008"
" ";" ";"Spol - SKUPAJ";2354;322;1439;590;3
" ";" ";"Moški";1294;210;848;234;2
" ";" ";"Ženske";1060;112;591;356;1
" ";"2009"
" ";" ";"Spol - SKUPAJ";2418;258;1449;706;6
" ";" ";"Moški";1319;173;851;291;4
" ";" ";"Ženske";1099;85;598;415;2
" ";"2010"
" ";" ";"Spol - SKUPAJ";2391;230;1409;749;3
" ";" ";"Moški";1284;156;823;302;3
" ";" ";"Ženske";1107;74;586;447;-
" ";"2011"
" ";" ";"Spol - SKUPAJ";2502;227;1459;816;-
" ";" ";"Moški";1367;151;886;330;-
" ";" ";"Ženske";1135;76;573;486;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";2418;208;1378;832;-
" ";" ";"Moški";1288;133;827;328;-
" ";" ";"Ženske";1130;75;551;504;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";2482;192;1406;884;-
" ";" ";"Moški";1330;128;856;346;-
" ";" ";"Ženske";1152;64;550;538;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";2532;176;1431;925;-
" ";" ";"Moški";1352;115;874;363;-
" ";" ";"Ženske";1180;61;557;562;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";2601;173;1461;967;-
" ";" ";"Moški";1401;124;898;379;-
" ";" ";"Ženske";1200;49;563;588;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";2726;194;1502;1030;-
" ";" ";"Moški";1457;140;911;406;-
" ";" ";"Ženske";1269;54;591;624;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";2838;195;1515;1128;-
" ";" ";"Moški";1503;136;924;443;-
" ";" ";"Ženske";1335;59;591;685;-
"Koper/Capodistria"
" ";"2005"
" ";" ";"Spol - SKUPAJ";20542;4253;11327;4802;160
" ";" ";"Moški";11527;2794;6451;2165;117
" ";" ";"Ženske";9016;1459;4876;2637;43
" ";"2006"
" ";" ";"Spol - SKUPAJ";21037;4271;11586;5029;152
" ";" ";"Moški";11872;2834;6658;2269;111
" ";" ";"Ženske";9165;1437;4928;2760;41
" ";"2007"
" ";" ";"Spol - SKUPAJ";22000;4594;11973;5288;146
" ";" ";"Moški";12571;3152;6953;2361;106
" ";" ";"Ženske";9429;1442;5020;2927;40
" ";"2008"
" ";" ";"Spol - SKUPAJ";22790;4952;12148;5567;123
" ";" ";"Moški";13113;3537;7027;2459;89
" ";" ";"Ženske";9677;1415;5121;3108;34
" ";"2009"
" ";" ";"Spol - SKUPAJ";22541;4208;12481;5772;81
" ";" ";"Moški";12840;2968;7297;2509;66
" ";" ";"Ženske";9701;1239;5184;3263;15
" ";"2010"
" ";" ";"Spol - SKUPAJ";22214;3995;12271;5903;45
" ";" ";"Moški";12526;2810;7169;2510;37
" ";" ";"Ženske";9688;1185;5102;3393;8
" ";"2011"
" ";" ";"Spol - SKUPAJ";21890;3548;12090;6252;-
" ";" ";"Moški";12251;2439;7180;2632;-
" ";" ";"Ženske";9639;1109;4910;3620;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";21194;3160;11664;6370;-
" ";" ";"Moški";11684;2140;6893;2651;-
" ";" ";"Ženske";9510;1020;4771;3719;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";21097;2928;11577;6592;-
" ";" ";"Moški";11603;1958;6885;2760;-
" ";" ";"Ženske";9494;970;4692;3832;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";21300;2747;11722;6831;-
" ";" ";"Moški";11705;1809;7035;2861;-
" ";" ";"Ženske";9595;938;4687;3970;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";20430;2527;11339;6564;-
" ";" ";"Moški";11226;1667;6850;2709;-
" ";" ";"Ženske";9204;860;4489;3855;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";21096;2412;11799;6885;-
" ";" ";"Moški";11603;1597;7182;2824;-
" ";" ";"Ženske";9493;815;4617;4061;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";22008;2407;12214;7387;-
" ";" ";"Moški";12001;1566;7412;3023;-
" ";" ";"Ženske";10007;841;4802;4364;-
"Kostanjevica na Krki"
" ";"2005"
" ";" ";"Spol - SKUPAJ";-;-;-;-;-
" ";" ";"Moški";-;-;-;-;-
" ";" ";"Ženske";-;-;-;-;-
" ";"2006"
" ";" ";"Spol - SKUPAJ";-;-;-;-;-
" ";" ";"Moški";-;-;-;-;-
" ";" ";"Ženske";-;-;-;-;-
" ";"2007"
" ";" ";"Spol - SKUPAJ";1150;286;667;188;9
" ";" ";"Moški";661;184;404;68;5
" ";" ";"Ženske";490;103;263;120;4
" ";"2008"
" ";" ";"Spol - SKUPAJ";1148;277;676;189;6
" ";" ";"Moški";654;176;408;66;3
" ";" ";"Ženske";494;101;267;123;3
" ";"2009"
" ";" ";"Spol - SKUPAJ";1116;211;699;192;14
" ";" ";"Moški";631;128;419;70;14
" ";" ";"Ženske";485;83;280;122;-
" ";"2010"
" ";" ";"Spol - SKUPAJ";1067;190;670;196;11
" ";" ";"Moški";603;116;407;69;11
" ";" ";"Ženske";464;74;263;127;-
" ";"2011"
" ";" ";"Spol - SKUPAJ";1086;188;673;225;-
" ";" ";"Moški";614;119;406;89;-
" ";" ";"Ženske";472;69;267;136;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";959;141;592;226;-
" ";" ";"Moški";532;84;366;82;-
" ";" ";"Ženske";427;57;226;144;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";973;127;604;242;-
" ";" ";"Moški";529;75;369;85;-
" ";" ";"Ženske";444;52;235;157;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1000;118;624;258;-
" ";" ";"Moški";558;69;388;101;-
" ";" ";"Ženske";442;49;236;157;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";991;116;604;271;-
" ";" ";"Moški";540;70;368;102;-
" ";" ";"Ženske";451;46;236;169;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";1036;108;630;298;-
" ";" ";"Moški";569;64;394;111;-
" ";" ";"Ženske";467;44;236;187;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";1071;107;649;315;-
" ";" ";"Moški";584;63;409;112;-
" ";" ";"Ženske";487;44;240;203;-
"Kostel"
" ";"2005"
" ";" ";"Spol - SKUPAJ";243;42;153;48;-
" ";" ";"Moški";161;22;116;23;-
" ";" ";"Ženske";82;20;37;25;-
" ";"2006"
" ";" ";"Spol - SKUPAJ";237;43;145;50;-
" ";" ";"Moški";155;22;110;23;-
" ";" ";"Ženske";83;21;35;27;-
" ";"2007"
" ";" ";"Spol - SKUPAJ";254;44;157;53;-
" ";" ";"Moški";168;24;119;25;-
" ";" ";"Ženske";86;20;38;28;-
" ";"2008"
" ";" ";"Spol - SKUPAJ";236;37;148;51;-
" ";" ";"Moški";160;23;111;26;-
" ";" ";"Ženske";76;14;37;25;-
" ";"2009"
" ";" ";"Spol - SKUPAJ";228;30;144;54;-
" ";" ";"Moški";155;17;110;28;-
" ";" ";"Ženske";73;13;34;26;-
" ";"2010"
" ";" ";"Spol - SKUPAJ";225;27;135;63;-
" ";" ";"Moški";142;15;102;25;-
" ";" ";"Ženske";83;12;33;38;-
" ";"2011"
" ";" ";"Spol - SKUPAJ";221;23;136;62;-
" ";" ";"Moški";139;11;105;23;-
" ";" ";"Ženske";82;12;31;39;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";224;18;143;63;-
" ";" ";"Moški";144;9;110;25;-
" ";" ";"Ženske";80;9;33;38;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";229;22;144;63;-
" ";" ";"Moški";147;10;110;27;-
" ";" ";"Ženske";82;12;34;36;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";212;15;134;63;-
" ";" ";"Moški";135;8;99;28;-
" ";" ";"Ženske";77;7;35;35;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";210;15;129;66;-
" ";" ";"Moški";133;8;97;28;-
" ";" ";"Ženske";77;7;32;38;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";222;16;133;73;-
" ";" ";"Moški";136;8;96;32;-
" ";" ";"Ženske";86;8;37;41;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";233;16;139;78;-
" ";" ";"Moški";143;z;101;z;-
" ";" ";"Ženske";90;z;38;z;-
"Kozje"
" ";"2005"
" ";" ";"Spol - SKUPAJ";1253;472;625;121;35
" ";" ";"Moški";802;337;399;46;19
" ";" ";"Ženske";451;135;225;75;15
" ";"2006"
" ";" ";"Spol - SKUPAJ";1206;435;601;134;36
" ";" ";"Moški";783;311;401;49;23
" ";" ";"Ženske";423;124;201;85;13
" ";"2007"
" ";" ";"Spol - SKUPAJ";1307;465;670;142;30
" ";" ";"Moški";848;337;437;57;17
" ";" ";"Ženske";459;128;233;85;13
" ";"2008"
" ";" ";"Spol - SKUPAJ";1343;445;699;164;34
" ";" ";"Moški";850;316;460;59;15
" ";" ";"Ženske";493;130;239;105;20
" ";"2009"
" ";" ";"Spol - SKUPAJ";1289;387;697;173;32
" ";" ";"Moški";803;271;458;62;11
" ";" ";"Ženske";486;116;239;111;20
" ";"2010"
" ";" ";"Spol - SKUPAJ";1242;345;688;186;23
" ";" ";"Moški";780;241;467;65;7
